,name,workCity,workType,workingExp,companySize,education,jobSummary,companyName,salaryReal,recruitNumber,property,is_duplicate_with_previous
2171,数据挖掘工程师,上海,全职,不限,10000人以上,硕士,职位描述作为AMEC的高级数据工程师，您将负责推动公司的持续改进和新功能开发产品通过数据科学。您将利用先进的机器学习和深度学习技术，在AMEC中发现并推进任何潜在的数据分析应用程序。这包括广泛的范围，包括半导体设备的健康监测、故障检测、工艺结果分析和工艺配方优化?主要职责：1.与AMEC的流程和设备工程师密切合作，在发现和解决复杂数据分析方面发挥关键作用挑战。2.推动数据科学举措的实施，如故障检测...,软通动力信息技术(集团)股份有限公司,17001-25000,1,民营,False
2172,上市公司上海链家置业顾问/营销专员+保障8000起+五险一金落户机会+带薪休假团队旅游,上海,全职,不限,10000人以上,本科,链家成立于2001年，是中国前沿的房地产服务企业，业务覆盖二手房、新房和租房等房产交易服务。目前已进驻北京、上海、广州、深圳、天津、成都、南京、大连等近29个城市和地区，门店数量超过8000家，经纪人近14万名。 链家具备完善的线上线下一体化服务能力，在不断提高购房服务体验的过程中，链家积极布局线上平台。目前线上覆盖PC端、手机端和APP等终端，并入驻行业开放平台“贝壳找房”。链家网和贝壳均拥有行...,上海链家地产,10001-20000,3,民营,False
2173,（就近安排）链家直聘置业顾问+销售+收入不设限,上海,全职,不限,10000人以上,大专,"注：全上海成交活跃的门店，愉快的工作氛围，只要你来，全上海近2000家门店，就都可以给你安排！！！岗位职责：1. 收集社区楼盘及商圈生活配套信息， 并根据客户需求，帮助客户完成房屋交易、租赁、资产管理等业务，能准匹配合适的产品信息,提供市场报告、价值分析报告等；2. 通过Online to Offline(O2O)模式，运用链家网、贝壳找房、Link等互联网平台及工具完成房客源的开发与维护，为客户...",德佑房地产经纪有限公司第八百七十七分公司,5001-10000,7,民营,False
2174,数据挖掘算法工程师,昆明,全职,不限,20-99人,硕士,岗位职责：1、面向工业智能化应用场景，基于大数据、大规模分布式集群计算环境，进行机器学习建模2、算法产品化建设，参与模型在线实时计算框架开发落地3、算法研究和创新迭代，结合实际业务需求，进行特征工程开发及应用，抽象算法问题，给出创新方案4、根据销售/售前的需求与客户交流，协助完成技术方案5、积累方法论并定期组织培训，帮助营造积极的、有活力的工作、研究和讨论氛围，提升团队能力岗位要求：1、数学、应用...,云南掌灯科技有限公司,20001-40000,1,,False
2175,数据挖掘研究员,北京,全职,不限,1000-9999人,硕士,岗位职责 结合大数据技术，深入数据模型与数据挖掘相关算法研究，对数据挖掘中经典的数据预处理、数据仓库与联机分析处理、数据立方体技术、关联规则等模式挖掘、分类、聚类、离群点检测等模型算法有系统地、完整地理解，结合电信运营商、智慧城市、企业经营决策等多种场景进行创新性实践。 岗位要求 1、 数学、统计学、计算机等相关专业硕士或以上学历； 2、数据大数据平台，熟练使用数据库查询语言如SQL，熟悉大数据主...,思特奇,29001-40000,1,上市公司,False
2176,大数据,黄石,全职,不限,1000-9999人,本科,工作内容1、负责专题/探索性的数据分析，使用合适的模型和技术进行数据的探索、挖掘、建模和验证；2、负责数据治理和数据分析相关的用户交流、沟通，完成业务梳理，制定技术方案并实现；3、进行包括但不限于人力资源、报账服务、OA办公类数据分析探索，挖掘数据价值，推动业务创新。任职要求1、三年级以上统计数据分析相关工作经验，数学、统计学、计算机专业优先；2、良好的业务分析能力和数据思维能力，能独立完成专题分...,绛门科技,10001-14000,1,上市公司,False
2177,销售顾问/营销顾问/置业顾问+上海链家保障8000起+百万团队+带薪休假+团队旅游,亳州,全职,不限,10000人以上,本科,链家成立于2001年，是中国前沿的房地产服务企业，业务覆盖二手房、新房和租房等房产交易服务。目前已进驻北京、上海、广州、深圳、天津、成都、南京、大连等近29个城市和地区，门店数量超过8000家，经纪人近14万名。 链家具备完善的线上线下一体化服务能力，在不断提高购房服务体验的过程中，链家积极布局线上平台。目前线上覆盖PC端、手机端和APP等终端，并入驻行业开放平台“贝壳找房”。链家网和贝壳均拥有行...,上海链家地产,10001-20000,3,民营,False
2178,（链家总部直聘）置业顾问/销售/储备干部,上海,全职,不限,10000人以上,大专,"注：全上海成交最活跃的门店，最愉快的工作氛围，只要你来，就都可以给你安排！！！岗位职责：1. 收集社区楼盘及商圈生活配套信息， 并根据客户需求，帮助客户完成房屋交易、租赁、资产管理等业务，能准匹配合适的产品信息,提供市场报告、价值分析报告等；2. 通过Online to Offline(O2O)模式，运用链家网、贝壳找房、Link等互联网平台及工具完成房客源的开发与维护，为客户提供全流程房产交易服...",德佑房地产经纪有限公司第八百七十七分公司,5001-10000,5,民营,False
2179,爬虫/数据分析工程师工程师,西安,全职,不限,20-99人,本科,工作职责：1、根据公司业务需要，对指定信息源进行数据抓取；2、研究和应对反爬策略，保证爬取的稳定性；3、负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；4、负责信息抽取、数据清洗等研发和优化工作；5、负责抓取数据的解析入库，爬虫系统的监控和异常优化；任职要求：1、计算机及相关专业本科及以上学历2、熟悉一种数据库;3、对爬虫有浓厚的兴趣，责任感强，有较好的交流沟通能力和团队合作能力...,西安软玥信息技术有限公司,6001-9000,3,民营,False
2180,稽核大数据建模工程师,北京,全职,不限,,本科,岗位职责：1、负责稽核需求收集、分析；2、负责大数据模型逻辑分析及模型构建；3、负责大数据模型配置、测试；4、负责数据验证、分析及模型优化；5、负责大数据模型相关问题支撑。任职要求：1、学历要求：普通高等院校本科及以上学历，并具有相应学位；2、专业要求：统计、计算机、电子、通信、数学类专业；3、专业技能：具有数据挖掘、大数据分析技能，了解数学统计、数据分析、数据挖掘；4、综合素质：身体健康，品行端...,中国联合网络通信有限公司北京市分公司,0-0,0,国企,False
2181,数据挖掘工程师,郑州,全职,不限,20-99人,硕士,工作职责：1、与项目及产品团队紧密合作，理解业务/产品背景与需求，挖掘算法应用需求，形成解决方案，并进行可行性评估；2、以数据挖掘和数据分析为基础，运用机器学习等相关技术，对海量数据进行处理和分析，挖掘相关信息，建立模型，分析关键因素，优化核心决策；3、应用回归、聚类、分类、时间序列等算法完成电力能源/工业制造行业数据挖掘分析及模型研究开发工作，例如用电特性分析、智能派工排程、路径规划、库存预测、...,郑州卓米企业管理咨询有限公司,15001-25000,1,民营,False
2182,（成交活跃门店）链家直聘房产销售顾问,上海,全职,不限,10000人以上,大专,"注：全上海成交最活跃的门店，最愉快的工作氛围，只要你来，就都可以给你安排！！！岗位职责：1. 收集社区楼盘及商圈生活配套信息， 并根据客户需求，帮助客户完成房屋交易、租赁、资产管理等业务，能准匹配合适的产品信息,提供市场报告、价值分析报告等；2. 通过Online to Offline(O2O)模式，运用链家网、贝壳找房、Link等互联网平台及工具完成房客源的开发与维护，为客户提供全流程房产交易服...",德佑房地产经纪有限公司第八百七十七分公司,5001-10000,5,民营,False
2183,保障薪资8000+上海链家置业顾问/销售专员/营销顾问+房地产销售+统招本科+五险一金+带薪休假,郑州,全职,不限,10000人以上,本科,链家成立于2001年，是中国前沿的房地产服务企业，业务覆盖二手房、新房和租房等房产交易服务。目前已进驻北京、上海、广州、深圳、天津、成都、南京、大连等近29个城市和地区，门店数量超过8000家，经纪人近14万名。链家具备完善的线上线下一体化服务能力，在不断提高购房服务体验的过程中，链家积极布局线上平台。目前线上覆盖PC端、手机端和APP等终端，并入驻行业开放平台“贝壳找房”。链家网和贝壳均拥有行业...,上海链家地产,8001-16000,3,民营,False
2184,数据分析师（北京）,北京,全职,不限,1000-9999人,学历不限,岗位职责：1、利用机器学习、深度学习、统计理论和方法解决实际问题；2、参与数据挖掘建模、算法设计、优化及开发、文档编写工作。基本条件：1、具备较好的沟通能力、适应能力和理解能力；2、勤奋敬业、主动性和责任心强；3、熟悉基本的数据分析方法、机器学习算法、深度学习算法；4、熟悉R/Python等至少一种数据挖掘工具；5、良好的文档撰写能力，熟练使用PPT、WORD等OFFICE软件工具；6、熟悉数据库...,新讯数字科技(杭州)有限公司北京分公司,10001-15000,2,民营,False
2185,数据治理工程师 (MJ002020),广州,校园,不限,10000人以上,本科,岗位职责：1、参与数据治理项目需求分析，业务流程、数据现状以及各类数据治理问题梳理，提出可行性改进意见和建设方案；2、参与数据治理项目相关系统功能设计与开发，确保相关功能模块实施落地；3、负责对数据进行数据质量分析，制定数据处理规则，并对数据进行清洗、转换、标准化等数据处理工作；4、负责定义基础与指标数据标准，跟进相关指标管理机制有效落地，参与指标体系的开发和持续运营；5、与项目团队进行良好的沟通...,广电运通,9001-15000,2,上市公司,False
2186,保障底薪8K 贝壳+链家 储备干部,上海,全职,不限,10000人以上,本科,我们希望你是充满正能量、活力无限、能够拥抱变化的有志青年 我们希望你：自我驱动、敢于拼搏、积极乐观 我们希望当你每天早晨来到这里打开电脑的时候， 都能由衷地说一声It's a brand new day！Everything must be amazing！ 链家成立于2001年，业务覆盖二手房、新房、租房以及海外房产等交易服务，目前已进驻上海、北京、广州、深圳、天津、武汉、成都、杭州、南京、大连...,上海链家地产,8001-16000,1,民营,False
2187,数据采集工程师,烟台,全职,不限,100-299人,本科,岗位职责：1、 负责Web数据、移动应用数据的爬取、清洗、解析、入库；2、 研究主流网站和APP反爬机制，寻找应对方案；3、 负责Android、iOS应用的逆向工作，能正向还原关键算法；4、 通过技术创新让数据为业务发展带来价值。任职要求：1、熟悉爬虫原理及流程，使用过至少一个主流爬虫框架并有实践经验；2、有反爬对抗经验，例如IP封锁、验证码、JS加密、行为验证等；3、熟练掌握数据抽取、清洗等技...,烟台中科网络技术研究所,6001-10000,1,事业单位,False
2188,大数据安全,杭州,全职,无经验,1000-9999人,博士,所属产业领域：网络安全工程，信息安全方向，应用安全、大数据安全、云安全、物联网安全、工业控制安全及工业互联网安全等领域薪酬待遇：面议,杭州安恒信息技术股份有限公司,0-0,0,民营,False
2189,数值预报工程师（数据分析师）,青岛,全职,不限,100-299人,硕士,岗位职责： 1.负责气象雷达观测大数据的处理、分析、拼图和组网工作； 2.气象数据处理、外推预报与数据同化算法研究和开发； 3.短时临近产品算法研究和开发； 4.气象数据处理与显示软件算法开发。 任职要求： 1.硕士及以上学历，大气科学、大气探测、大气物理和应用气象等专业，有相关工作经验者优先； 2.熟悉WRF或MM5数值模式调试运行、参数优化及其产品的订正与释用； 3.熟悉天气雷达、卫星数据处理...,青岛镭测创芯科技有限公司,10001-20000,1,民营,False
2190,（顾村公园）链家直聘置业顾问+销售+收入不设限,上海,全职,不限,10000人以上,大专,"注：全上海成交活跃的门店，愉快的工作氛围，只要你来，全上海近2000家门店，就都可以给你安排！！！岗位职责：1. 收集社区楼盘及商圈生活配套信息， 并根据客户需求，帮助客户完成房屋交易、租赁、资产管理等业务，能准匹配合适的产品信息,提供市场报告、价值分析报告等；2. 通过Online to Offline(O2O)模式，运用链家网、贝壳找房、Link等互联网平台及工具完成房客源的开发与维护，为客户...",德佑房地产经纪有限公司第八百七十七分公司,5001-10000,7,民营,False
2191,数据治理,无锡,全职,不限,100-299人,大专,1、根据线路图，使用PMS2.5图模一体化维护工具，（使用公司内网，有培训）绘制图模，治理设备台账。2、完成电网信息系统内数据的维护工作。3、数据处理工作以现场实际状况为基准，确保PMS2.5系统内数据连通、图实一致、台账完整、录入及时、营配贯通、资产对应。岗位要求：1、年龄18至25岁，男女不限；有过学生会干部和主席经验者的 应届生优先考虑2、大专及以上学历（欢迎应届毕业生或者实习生），能够熟练...,北京博科技术股份有限公司,3001-5000,1,民营,False
2192,数据应用开发岗,宁波,全职,不限,1000-9999人,本科,岗位职责： 1.负责监管报送类项目开发工作，例如1104、PBOC、EAST、国家金融基础数据。岗位要求： 1.熟练掌握SQL。2.熟练使用PL/SQL开发工具，掌握存储过程开发。3.对银行业各类业务知识有基本了解。 4.能接受牺牲一部分月初假期，支持监管报送工作。5.有监管报送相关工作经验优先考虑。,宁波通商银行股份有限公司,10001-20000,1,股份制企业,False
2193,（浦江）链家直聘置业顾问+销售+房产中介,上海,全职,不限,10000人以上,大专,"注：全上海成交活跃的门店，愉快的工作氛围，只要你来，全上海近2000家门店，就都可以给你安排！！！岗位职责：1. 收集社区楼盘及商圈生活配套信息， 并根据客户需求，帮助客户完成房屋交易、租赁、资产管理等业务，能准匹配合适的产品信息,提供市场报告、价值分析报告等；2. 通过Online to Offline(O2O)模式，运用链家网、贝壳找房、Link等互联网平台及工具完成房客源的开发与维护，为客户...",德佑房地产经纪有限公司第八百七十七分公司,5001-10000,6,民营,False
2194,数据维护,西安,全职,不限,20-99人,大专,职位描述1.负责数据库及数据仓库的设计，开发与实施工作。2.负责ETL的设计与开发工作。3.负责数据质量相关的核对，修复等工作。职位福利节日福利，员工旅游，交通补助，五险一金,云逸达(陕西)智能技术有限公司,6001-8000,2,民营,False
2195,数据治理工程师(J14290),无锡,全职,无经验,1000-9999人,本科,工作职责：岗位描述：如果你对能源行业的大数据治理感兴趣，想参与能源行业相关产品的研发和实施，包括能源数据采集、数据清洗、数据集成等；如果你想利用统计学、机器学习、深度学习等算法解决能源行业的数据问题，将人工智能算法应用于能源领域的各种应用场景；如果你想参与能源行业大数据治理工程师的工作，发挥你的商业敏感度，通过数据分析和算法洞察数据背后的商业机会，推动能源行业的大数据商业化；如果你想学习和应用大数...,朗新科技集团股份有限公司,7000-14000,10,合资,False
2196,数据分析师,青岛,全职,不限,100-299人,本科,岗位职责： 1、负责风电领域测风激光雷达观测数据统计分析，并形成报告； 2、日常监测设备状态； 3、根据需求形成专题分析报告； 4、其它领导安排的相关工作。 任职要求： 1、本科及以上学历； 2、会使用专业的数据统计分析软件（如MATLAB）； 3、理工科专业，电子信息类优先。,青岛镭测创芯科技有限公司,5001-7000,2,民营,False
2197,数据信息类,广州,全职,无经验,500-999人,本科,1、数据收集和整理：负责收集相关的数据、清洗和整理数据，并对数据的质量进行检查和评估； 2、数据处理和分析：与业务部门紧密合作，了解业务需求和数据分析需求，使用统计学方法和计算机软件对数据进行处理和分析，发现数据中的规律和趋势，并提供相应的解释和建议； 3、生成报告和可视化展示：将数据分析的结果整理成可视化报告或图表，为决策者提供直观、清晰的数据展示； 4、解释和传达数据分析结果：将数据分析的结果...,某央企,10001-12000,2,其它,False
2198,（嘉定可就近安排）链家直聘房产销售顾问,上海,全职,不限,10000人以上,大专,"注：全上海成交活跃的门店，愉快的工作氛围，只要你来，全上海近2000家门店，就都可以给你安排！！！岗位职责：1. 收集社区楼盘及商圈生活配套信息， 并根据客户需求，帮助客户完成房屋交易、租赁、资产管理等业务，能准匹配合适的产品信息,提供市场报告、价值分析报告等；2. 通过Online to Offline(O2O)模式，运用链家网、贝壳找房、Link等互联网平台及工具完成房客源的开发与维护，为客户...",德佑房地产经纪有限公司第八百七十七分公司,5001-10000,6,民营,False
2199,数据建模工程师,苏州,全职,不限,1000-9999人,本科,岗位职责：1.对IE和制程工程师做制程数学建模，数据挖掘分析的教育训练2.和IE，制程工程师握手，对各制程的系统重要参数，逐步建立数学模型后，通过大量的数据搜集和分析，找到最优化的改善方向3.和IE，制程工程师握手，对制程研究，产品研发提供理论支持，加建立相关数学验证模型，应用各种数值方法对模型进行验证，模拟，求解4.从理论模型入手，负责对公司现有制程中出现的问题进行分析并优化5.对重要项目改善提...,沪电股份,9001-18000,3,股份制企业,False
2200,数据治理,北京,全职,无经验,1000-9999人,硕士,岗位职责：1. 参与数据中台在项目中的落地应用，参与采集、存储、处理过程，通过工具加工数据，支持业务管理决策；2. 参与大数据治理体系的设计，包括数据模型的开发、维护，通过元数据、质量体系有效的管理和组织专有领域数据；3. 参与专有领域业务研究和数据分析，设计合理的数据处理和分析模型；任职要求：1.硕士以上学历，计算机、统计学、信息管理等相关专业优先；2.熟悉数据治理、数据标准、数据建模、主数据、...,北京计算机技术及应用研究所,10000-20000,3,事业单位,False
2201,数据采集,贵阳,全职,不限,20人以下,大专,岗位内容： 1. 定期收集和整理特定领域内的数据信息，根据需求建立数据指标和模型。 2. 收集客户需求并提供数据支持，协助业务部门进行数据分析和决策。 3. 参与数据生命周期管理和数据质量控制，确保数据的安全和可靠性。 任职要求： 1. 具有数据分析和统计基础知识，熟悉Excel、SPSS等数据处理软件。 2. 了解常见数据存储格式和数据传输协议，如SQL、FTP等。 3. 能够熟练使用查找资料和...,贵州省文文科技有限公司,6001-12000,1,,False
2202,（国企）数据开发人员,烟台,全职,不限,100-299人,中专/中技,岗位描述：客户资源公司提供，不需要你自己开发客户，负责前期的筛选工作上班时间：8.30-6.00 周末休息 法定节假日带薪休假工资福利：底薪4000+提成+奖金，在职员工综合薪资1万+年龄最好是24周岁以上公司办公在开发区高档海景写字楼 整层都是我们公司 目前烟台公司员工有将近200人,诚精(烟台)企业咨询有限公司,10001-20000,10,银行,False
2203,紫金研究院-数据高级研发工程师,南京,全职,不限,500-999人,学历不限,岗位职责：1、面向政务、金融等领域，负责数据治理、数据要素流通类项目架构设计、开发工作，并推进项目落地；2、能够根据业务需求，开展数据清洗、数据加工、数据分析处理等工作；3、对数据生命周期管理中的各环节有理解和思考，能够提供数据流通领域的全套解决方案，包含但不限于数据分类分级、数据使用规范、数据脱敏方法、数据安全生命周期、隐私数据加密、隐私数据管理等；任职要求：1、大学本科及以上学历。2、3年以上...,中国移动江苏公司,0-0,0,国企,False
2204,数据建模分析师,上海,全职,不限,20-99人,硕士,招聘岗位：1、负责经济和社会统计调查数据建模，如产业园区经济指标预测、海洋经济判断建模、文化产业规模推算等；2、负责经济和社会研究课题数据建模，如人口大数据建模、手机信令大数据建模、地理信息大数据建模等；3、其他统计数据建模工作。岗位要求：1、全日制普通高等院校硕士研究生学历并获得相应学位，统计学、经济学、社会学和数学专业优先；2、掌握统计数据建模方法，熟练应用Ｒ、python等统计建模分析软件者...,上海数治数据科技有限公司,12001-16000,1,民营,False
2205,数据研发工程师,保定,全职,不限,1000-9999人,本科,岗位职责: 1、负责面向业务线/管理决策层的数据产品规划与设计，集团层面的数据口径统一，KPI体系设计; 2、深入理解业务需求，结合实际业务场景，洞悉需求背后的真正业务痛点，主动挖掘需求； 3、数据维度分析和BI设计能力，梳理有业务指针意义的KPI，并进行维度分析，产出有业务指导意义的数据看板； 4、能主动推动KPI在集团层面的口径统一，产出各不同相关方达成一致的解决方案； 4、用户体验优先意识，...,河北首衡农副产品有限公司,0-0,1,民营,False
2206,数据治理工程师,北京,全职,不限,1000-9999人,硕士,岗位职责1）负责数据治理技术的规划论证；2）负责与用户开展业务沟通，分析业务特点，开展治理方案设计；3）负责项目中数据治理工作的组织管理、具体实施和保障验收工作；4）负责数据治理核心技术的预研论证工作。任职要求：1、硕士及以上学历，数据库、软件开发、计算机、统计学、数学等相关专业优先；3、具备良好的沟通技巧、逻辑分析判断能力和学习能力；4、满足以下任一技术方向的技能要求：结构化数据方向：熟悉ETL...,北京计算机技术及应用研究所,12001-20000,10,事业单位,False
2207,数据分析师（一岗）,西安,全职,不限,10000人以上,硕士,岗位职责：1.协助微波测绘数据产品生产流程中算法优化；2.微波测绘数据产品相关处理技术研究与指标试验验证，相关文档整理与修改；3.承办会议，重要活动的保障。 岗位要求： 1.全日制硕士以上学历，35岁以下；2.熟悉计算机软硬件，熟练掌握C/C++、java、python等一种以上编程语言；3.熟练掌握word、excel、powerpoint等办公软件；4.测绘或遥感相关专业，有卫星图像处理基础优...,融通人力资源开发有限公司,0-0,1,国企,False
2208,数据科学与大数据技术,西安,全职,不限,1000-9999人,本科,1.公办院校2024届毕业生。2.认同公司企业文化，对建筑施工行业具有明确的认知，服从单位分配，有志在项目一线从事工程技术、项目管理工作。3.品行端正，身体健康，具有较强的沟通能力、执行能力以及适应能力。4.学习成绩良好，专业对口。,中国水利水电第三工程局有限公司,6000-12000,0,国企,False
2209,大数据技术开发 无经验！！！,太原,全职,不限,20-99人,学历不限,1、负责结构化数据和文本的数据处理、建模、分析等工作， （数据清洗、中文分词、情感分析、文本分类等） 2、负责数据需求的收集、整理和分析，配合其他同事完成结构化数据和文本的需求分析； 3、负责分析结果的可视化展现； 工作简单好做易上手，无需外出! 坐办公室轻松赚钱回家，吹空调喝奶茶到下班~ 综合薪资5k-8k，多劳多得，上不封顶; 节日礼品，年终激励、生日福利、五险一金、公司团建等等福利 缴纳五险...,山西聚浪网络科技有限公司,6001-9000,5,民营,False
2210,工学-数据与挖掘,武汉,全职,不限,1000-9999人,博士,1.专业方向数据与挖掘2.研究方向数据与挖掘3.进站要求年龄一般在41岁以下，能够全脱产从事博士后研究工作。,中石化石油机械股份有限公司,0-0,1,国企,False
2211,统计数据分析技术人员,西安,全职,不限,20人以下,硕士,岗位职责1、深入了解行业数据逻辑，能提炼数据分析框架，掌握行业核心数据指标体系及运行逻辑；2、根据需求开展行业各类统计数据分析工作；3、完成数据分析报告编制、修改及分析报告相关汇报工作；4、独立负责统计项目，推动项目进展，促进业务增长；5、完成资料汇编，推动数据产品落地。任职要求：1、交通运输规划类、交通工程类、统计学、计算机等相关专业硕士及以上学历，有交通行业数据分析工作或课题经验、熟练编程语言...,陕西省交通环境监测中心站有限公司,6001-10000,1,国企,False
2212,大数据仓库工程师助理（计算机、数学、统计学、金融相关专业）,昆明,全职,不限,20-99人,本科,工作内容：负责金融行业（银行、保险、证券等）数据分析工作岗位要求：本科及以上学历，计算机、数学、统计学、金融相关专业薪资待遇：8000-12000，五险一金，项目补贴,昆明极一信息技术有限责任公司,8001-12000,8,,False
2213,数据恢复工程师,烟台,全职,不限,500-999人,本科,"岗位职责:1、负责电子数据类取证项目（计算机、手机、数据库、软件功能等）相关的电子数据提取、分析及司法鉴定工作。2、负责案件受理、勘验、鉴定、技术记录、报告书写、审核等工作。2、熟悉基本的计算机windows命令,熟悉linux服务器的基本使用,手机基本dbs命令使用。3、可跟随客户进行现场电子数据取证工作,短时间出差。4、负责编写电子数据司法鉴定相关流程文档、台账。5、负责档案管理、文件管理工作...",山东蓝天云数据科技有限公司,6001-9000,5,其它,False
2214,数据挖掘岗（24届校招）,北京,校园,1年以下,1000-9999人,本科,岗位职责:1、建模数据提取与挖掘；2、大数据模型产品开发；3、客户联合建模支撑；4、算法能力相关技术研究。任职要求:1.本科及以上的应届毕业生，金融、统计学、应用数学相关专业优先；2.掌握orcale、mysql等关系型数据库，熟悉Java、Python等编程语言；3.掌握各类回归和分类算法；4.掌握R、MATLAB及其他数据分析工具，具备较强的数据分析能力和数据敏感性；5.极强的责任心和学习能力...,卓望信息技术(北京)有限公司,11001-17000,1,外商独资,False
2215,数据开发运营与治理工程师,北京,全职,不限,,本科,岗位职责：1、针对业务需求，进行数据探索，构建数据挖掘业务场景，设计并编写数据挖掘解决方案；2、结合数据挖掘方案，进行数据建模、部署上线以及全生命周期运营；3、基于数据模型、标签、交互式探索、沙盘等，进行一体化能力聚合和深度运营支撑；4、负责数据治理工作，健全数据治理体系，规范数据治理制度、流程并监督落实；5、负责数据质量管控，制定数据质量管控要求，组织数据质量稽核，形成数据质量报告。任职要求：1...,中国联合网络通信有限公司北京市分公司,0-0,0,国企,False
2216,数据治理工程师专员岗,资阳,全职,不限,20-99人,本科,岗位职责：1.开展公司软件产品以及项目中数据库的日常管理和数据资源挖掘工作；2.协助团队其他成员，共同建立数据管理工作流程、规范和方法；3.推进数据治理实施方案制定及落地，并追踪落实数据治理业务推进效果；4.完成公司领导交办的工作。岗位要求：1.本科及以上学历学位，电子信息类、计算机类、管理科学与工程类相关专业，40周岁以下；2. 熟悉数据治理的理论知识和实践方法，具备良好的数据治理理念，具备一定...,资阳数智科技有限公司,9001-11000,1,国企,False
2217,数据采集分析,西安,全职,不限,20-99人,大专,1. 负责电信级网簇、重要路段、室分等优化工作及报告输出，对表考核指标2.负责网格、高速、高铁、校园、景区等客户重点区域优化工作及报告输出，对标考核指标3.负责重要场景专题优化、新业务多功能优化、投诉处理、干扰排查、站点规划、最终定位和优化方案输出4.完成KPI的收集、分类、报表制作、指标分析、方案输出等工作要求及待遇通信、电子、计算机、网络等专业优先考虑朝九晚六，做五休二，法定假日、年假，出差住...,陕西青研云信息科技有限责任公司,6001-8000,2,民营,False
2218,数据训练工程师,成都,全职,不限,300-499人,大专,岗位职责： 1. 负责搜集和整理矿山行业训练数据，旨在提升公司在行业AI应用中的精准度； 2. 根据标注规范对数据进行人工标注，对NLP及CV模型优化测评； 3. 为评测任务编写明确的数据标注指南，以确保评测结果的一致性和准确性； 4. 与产品和技术团队紧密协作，深度理解产品需求和技术挑战，为产品性能优化和用户体验提升提出具有实施价值的建议和方案； 5. 完成上级领导交办的其他任务。 任职要求： ...,龙软科技,6001-11000,1,上市公司,False
2219,数据建模工程师,长沙,全职,不限,1000-9999人,硕士,岗位职责：（1）负责智能工厂相关业务的研发与落地。（2）负责项目及课题的方案制定、数据分析、建模、实施落地等工作。（3）撰写相关软著、专利、高新技术项目申报等文档。（4）协助公司大数据与人工智能业务的推广和宣传。 岗位要求：（1）计算机、数学、统计学等相关专业已取得硕士及以上学位；（2）熟练掌握C++、C#、Python等编程语言中的一种或几种，熟悉深度学习算法，有主流深度学习、机器学习框架（te...,中国恩菲工程技术有限公司,10001-20000,2,国企,False
2220,数据治理架构师1906,北京,全职,不限,1000-9999人,硕士,岗位职责:1、负责企业级数据治理体系建设，规划设计数据标准、数据生命周期、数据质量、元数据等方面数据治理方案，解决数据采集、处理、服务等全链路中的堵点、痛点，制定解决方案，并推动落地，验证成效；2、负责数据治理工作材料的编制，以及提供内外部数据治理咨询服务；3、负责研究数据治理领域的新技术、新理论，把握数据治理行业趋势，参与行业活动；4、负责大型数据治理项目的规划建设。 任职要求:1、硕士以上学历...,中移动信息技术有限公司,50001-70000,2,国企,False
2221,数据分析师,成都,全职,不限,20-99人,本科,对大数据进行标记、分析、处理、建模,成都益鑫麒能源科技有限公司,13001-14000,1,,False
2222,数据开发,遂宁,全职,不限,20人以下,本科,数据开发，主要职责： 数据平台建设和维护； 数据清洗与整合； 开发数据应用和分析工具； 与团队合作优化数据存储和查询。 要求： 相关专业本科及以上学历； 精通SQL、Python； 熟悉大数据平台； 良好的沟通和团队协作。,钟山区建设西路东南角奶茶吧,8001-15000,1,,False
2223,数据架构师与数据治理,广州,全职,不限,100-299人,本科,1. 负责行业数据架构转型&数据治理项目的规划、项目管理、售前支持等工作；2. 负责整体数据架构&数字治理规划、架构和方案设计，帮助企业实现全面数字化转型；3. 深度调研分析银行数据架构与数据治理现状，归纳业务痛点和需求，规划定制数字化解决方案；4. 基于公司产品和解决方案，为客户提供数据架构&数据治理的咨询服务，帮助企业明确路线图，优化运营能力，提升业务增长和业务绩效；工作地点：面向全国人员需要...,北京塔诺信息科技有限公司,12001-24000,1,股份制企业,False
2224,数据治理工程师（柳州市）,柳州,全职,不限,20-99人,大专,一、岗位职责：1.负责录入工作（含补录）：在指定业务系统中完成图形绘制和设备台帐信息录入，维护系统正常运行（有上岗培训）；2.培训、指导人员按照规范要求提交材料和报告；3.对数据进行检查、整改、分析；4.完成上级交代的任务。二、岗位要求：1.熟练操作电脑，熟练使用Word、Excel等办公软件，中文录入50字/分钟以上，输入法不限；2.良好的客户服务和团队合作意识，有较强的责任感和执行力，服从领导...,广西四方汇通人才服务有限责任公司,2001-3000,2,国企,False
2225,大数据分析师,临沂,全职,不限,20-99人,本科,数据分析师招聘啦！如果你是数据控、分析达人，或者对数字有着近乎痴迷的热爱，那么你就是我们在找的人！你的工作？简单说就是让数据开口说话，为公司的发展出谋划策。岗位要求？不多，就几条： 本科及以上学历； 熟练掌握各种数据分析工具； 有较强的逻辑思维和沟通能力； 对数据敏感，能从海量数据中找出有价值的信息。,山西矩创网络科技有限公司,4001-8000,1,民营,False
