,name,workCity,workType,workingExp,companySize,education,jobSummary,companyName,salaryReal,recruitNumber,property,is_duplicate_with_previous
3454,数据研发工程师,深圳,全职,不限,10000人以上,本科,1.负责地图业务相关数据库的设计、数据服务的开发；2.构建和维护数据管道，从不同的数据源中提取、转换和加载数据，以支持机器学习和人工智能算法的开发和实现；3.设计和实现数据清洗、数据预处理和特征工程等数据处理流程，以提高数据质量和算法性能；4.负责数据库的性能优化和稳定性建设。,比亚迪,17001-30000,3,民营,False
3455,python开发工程师,杭州,全职,不限,10000人以上,本科,【岗位职责】在这里，您将从事IT应用层软件、分布式云化软件、互联网软件等的设计开发，可以采用敏捷、Devops、开源等先进的软件设计开发模式，接触最前沿的产品和软件技术，成为大容量高并发技术的专家；您将参与软件研发工作，包括但不限于：（1）完成从客户需求到软件产品定义、架构设计、开发实现、再到上线运营维护等产品生命周期中的各个环节；（2）创造性解决产品在实现过程中的技术难题，应用前沿技术提升产品的...,外企德科数字技术有限公司,15001-30000,10,,False
3456,python开发工程师,苏州,全职,不限,10000人以上,本科,【岗位职责】在这里，您将从事IT应用层软件、分布式云化软件、互联网软件等的设计开发，可以采用敏捷、Devops、开源等先进的软件设计开发模式，接触最前沿的产品和软件技术，成为大容量高并发技术的专家；您将参与软件研发工作，包括但不限于：（1）完成从客户需求到软件产品定义、架构设计、开发实现、再到上线运营维护等产品生命周期中的各个环节；（2）创造性解决产品在实现过程中的技术难题，应用前沿技术提升产品的...,外企德科数字技术有限公司,15001-30000,10,,False
3457,嵌入式软件工程师,徐州,全职,无经验,100-299人,本科,"职位描述：1，根据客户要求完成烧录编程器韧体开发及维护；2，针对性的对程序进行测试修改；3，完成领导安排的其他工作。任职要求1，本科以上学历，电子类相关专业，应届毕业生亦可； 2，熟悉单片机MCU编程与内部模块应用（目前Microchip, TI, NXP, Renesas多） 3，熟悉C语言( 懂基本C#, VB, ASM, Labview佳) 4，能独立使用示波器、逻辑分析仪等相关分析仪器 5...",禾洛半导体(徐州)有限公司,7001-12000,10,合资,False
3458,数据链系统工程师（纵横云龙）,成都,全职,不限,100-299人,本科,岗位职责：1、视距、卫星通信技术在无人机系统上的研究与集成应用； 2、抗干扰技术、调制解调技术等通用通信技术在无人机通信系统上应用的研究与验证；3、对天线、放大器、滤波器等射频元器件有一定理解，进行通信系统实用性论证；4、新型通信技术在无人机系统上的研究与集成应用； 5、负责无人机数据链系统成品管理；6、负责各相关技术和产品文档的编写；7、配合完成无人机综合系统方案实现与验证。任职要求：1、211...,成都纵横自动化技术股份有限公司,10001-15000,1,民营,False
3459,助理软件工程师,上海,全职,不限,100-299人,本科,岗位描述1 参与公司软件产品规划工作，参与制订具体项目实施方案；2 参与软件项目的设计和分析；3 按照项目任务分配和进度要求，完成自己负责的软件模块的设计、开发、编程工作；4 参与或者按照要求，做好软件相关文档的撰写和维护；任职要求1 计算机及相关专业本科以上学历，有上位机开发经验者优先；2 有良好的C语言基础，面向对象编程基础，能够熟练运用C#编程技术；3 熟悉.NET框架，有WPF开发经验的优...,上海剑平动平衡机制造有限公司,12001-15000,3,民营,False
3460,助理CAE力学工程师,东莞,全职,不限,1000-9999人,本科,1、本科及以上学历，力学、机械工程、材料、车辆工程等相关专业，有友商外包工作经验者优先；2、必须熟练操作前处理软件HYPERMESH、后处理软件ABAQUS；3、了解Pro/E、Catia、Autocad等CAD软件，熟练使用office软件；4、良好的英文阅读能力，能较流畅的看懂纯英文技术文献资料；5、具备良好的沟通能力，较强的逻辑思维能力和和自学能力、较好的团队协作意识；6、保密意识强烈，严格...,润芯微科技(江苏)有限公司,15001-20000,1,民营,False
3461,数据工程,北京,全职,不限,20-99人,硕士,职责 1）现有数据平台维护：包括但不局限于推进数据的自动化运维相关事项。 2）数据体系迭代研发：包括但不局限于通过对数据源存储结构、存储模式等方面进行优化，提高数据源的运算速度及存储效率。 3）其他与数据相关的工作，如相关数据的清洗、校验等。要求 1）本科以上学历，计算机、软件工程、大数据、应用数学、计算科学、信息管理等理工类相关专业。 2）熟练使用Python或其他至少一种主流编程语言，熟悉Li...,上海文谛资产管理有限公司,15001-18000,1,民营,False
3462,2024届虹途生-大数据开发顾问(J14568),北京,全职,无经验,10000人以上,本科,工作职责：1、参与大数据平台中长期规划项目建设2、参与指标设计，负责指标落地系统实现3、负责数据模型开发，数据抽取，数据清洗，建立数据资产目录4、负责数据可视化开发任职资格：1、统招本科及以上学历，统计类、计算机类相关专业优先2、熟悉大数据ETL相关流程，熟悉大数据方向相关产品软件3、熟悉hive等数据库，熟悉oracle、mysql数据库，熟练使用sql语言4、开朗外向、沟通能力强,东方雨虹,10000-20000,2,上市公司,False
3463,机械工程师（流体力学）,宁波,全职,不限,20-99人,硕士,岗位职责：1. 参与工厂设备的设计、研发、测试、指导等；2. 解决设备在现实运行中的技术难题，应用前沿技术提升设备的核心竞争力；岗位要求：1. 流体力学、机械相关专业，硕士及以上学历；2. 熟悉各类绘图软件，对数据构建、算法有一定了解；,慈溪锂燃炬薪科技有限公司,15001-30000,1,民营,False
3464,python开发工程师,深圳,全职,不限,10000人以上,本科,岗位职责;1、负责微服务/模块/组件的需求分析、软件设计、代码实现、上线交付等端到端的工作，参与项目阶段性ShowCase，确保所负责模块可信、及时、高质量交付；2、识别共享业务对象、统一建模、沉淀公共能力，构建中台能力，以API方式开放与共享能力；3、参与构筑二次开发环境、DevOps工具链。任职资格：1、掌握Python编码语言，熟练使用Python标准库和流行的第三方库，以及Flask、Dj...,华为技术有限公司,0-0,1,民营,False
3465,运载火箭结构设计,北京,全职,不限,20-99人,硕士,岗位职责： 1、负责运载火箭主体结构、机构产品方案论证、设计、出图、验收和跟产工作； 2、负责运载火箭总装设计、出图和跟产工作； 3、负责提出运载火箭结构、机构功能性试验等任务书、试验大纲。 4、负责结构系统产品飞行试验工作； 任职要求: 1、飞行器总体设计、飞行器制造、机械设计及制造、力学等相关专业硕士及以上学历； 2、熟练使用结构设计相关软件，熟练使用运动学、动力学等相关分析软件； 3、具有团...,北京大航跃迁航天科技有限公司,30001-40000,4,民营,False
3466,上海-青少编程管培生(J45973),上海,全职,不限,1000-9999人,本科,工作职责：1、授课：教授少儿编程课程，包括python、C++2、研发：研发高质量编程课程，完善课程体系3、培训：开展教师培训，提升整体教师专业度任职资格：1.本科及以上学历，清华大学/北京大学2025届毕业生2、计算机及相关专业，熟练掌握C++或者Python编程语言3、少儿编程教学或研发经验丰富者优先，有带学生参加编程比赛经验者优先发展通道：1、管理路径：管培生—高级主管/主管—高级经理/经理...,新东方,25000-30000,20,民营,False
3467,大数据开发助理（五险一金+双休）,成都,全职,不限,100-299人,大专,1、辅助高级工程师做大数据平台组件、数据中台、大数据应用等领域的开发工作。2、参与大数据技术验证、方案选型、架构设计。3、对公司各产品系统平台、数据库做安全的评估、支撑及防护加固；4、制定完善的信息安全规范及数据安全管理体系，并且能够推动落地实施。职位要求：1、专科学历及以上，20-25岁之间，计算机、信息技术、电子等相关专业优先；2、热爱互联网，对大数据分析与开发有浓厚的兴趣，热衷追求技术极致与...,四川盛达锐杰信息技术有限公司,5001-8000,1,,False
3468,Golang后台开发,成都,全职,1年以下,20-99人,本科,"【任职要求】1、计算机专业，基础知识扎实； 2、熟悉Golang语言及其生态，有实际Golang项目开发经验； 3、熟悉主流后端框架，如Gin、Echo, Kratos等； 4、数据MySQL数据库、redis缓存、HTTP协议、TCP协议等； 5、热爱技术，主观能动性好，愿意在工作中不断提高自己的能力。",成都零夏八度科技有限公司,6001-8000,2,民营,False
3469,数据工程师（初级）,哈尔滨,全职,不限,100-299人,本科,岗位职责：1. 负责数据的采集、存储、清洗及入库等数据处理相关工作；2. 负责对原始数据入库后的数据建模及分析；3. 负责对原始数据的智能维护与更新；4. 负责利用python实现数据加工与处理的算法实现；5. 负责定期对原始数据及再加工数据的质量分析及报告编制；6. 参与数据分析产品的开发与测试。 任职要求：1. 本科及以上学历，计算机、数学相关专业，接受应届生；2. 熟练掌握python语言，...,哈尔滨市阳光惠远知识产权代理有限公司,5001-8000,1,民营,False
